Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Annotations - GDP-specific sentiment,Annotator 1,Column10,annotate- full content,Column92,Annotator 2,,,
source,author,title,description,url,urlToImage,publishedAt,content,,title + description,note,content,note,title + description,note,content,note
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Ben Steverman,Baby boomers are thriving on an 'unprecedented' $9-trillion inheritance,Inheritances are part of a dynamic that's widening the wealth gap between generations,https://business.financialpost.com/personal-finance/baby-boomers-are-thriving-on-an-unprecedented-9-trillion-inheritance,https://financialpostcom.files.wordpress.com/2019/11/inheritance.jpg,"November 19, 2019 10:42 AM EST","The rich aren’t just getting richer. They’re getting older. And, fortunately for their children, they’re set to leave plenty of money in the bank.About US$36 trillion will flow from one generation to another over the next 30 years, according to a report Tuesday from wealth manager United Income. The pace of bequests has already started surging. Americans inherited US$427 billion in 2016, the most recent data available, up 119 per cent from 1989 even after adjusting for inflation.“Wealth equal to nearly two times the size of the U.S. GDP is expected to be gifted to charities and heirs over the next few decades,” said United Income founder Matt Fellowes. “It’s a historically unprecedented amount that is almost incomprehensibly large.” 
How to save for retirement at a time when most aren’t saving much at all
If you want to keep wealth in the family, be careful how you bequeath it
Generation X is ‘stretched beyond their financial limits’ and struggling to save for retirement
The beneficiaries aren’t all that young themselves. The study, which uses Federal Reserve and academic data, shows that from 1989 to 2016 U.S. households inherited more than US$8.5 trillion. Over that time, the average age of recipients rose by a decade to 51. More than a quarter of bequests now go to adults 61 or older.“Instead of diapers and school, inheritances are increasingly going toward medical bills and retirement savings,” Fellowes said.Even inheritances, then, are part of a dynamic that’s widening the wealth gap between generations. Americans younger than 50 held just 16 per cent of all investable assets in 2016, down from 31 per cent in 1989, according to the Fed’s triennial Survey of Consumer Finances, leaving the rest to households 50 and older.Instead of diapers and school, inheritances are increasingly going toward medical bills and retirement savings 
 
Age inequality is most dramatic when comparing the oldest and youngest adults. In 1989, the median household age 65 to 75 held almost eight times more wealth than families headed by 25- to 35-year-olds. By 2016, according to an analysis by the St. Louis Fed, the median baby boomer had close to 13 times more wealth than the typical millennial.While boomers as a group inherited trillions from their parents, most members of the postwar generation got nothing. About 20 per cent of households have received inheritances, United Income’s analysis shows, a share that’s flat over the past 30 years.The good news is that these bequests are coming in handy. The median recipient gets about US$55,000, which is more than double their typical retirement savings.

While boomers as a group inherited trillions from their parents, most members of the postwar generation got nothing.

Getty Images/iStockphoto

“Most inheritances are going to older adults who have little in the way of retirement savings,” said Fellowes, a former Brookings Institution scholar. “People receiving inheritances are pretty middle class.”United Income, an online retirement planning firm, was founded in 2016 and acquired in July by Capital One Financial Corp.As more Americans live longer without the safety net of a traditional pension, the data suggest they’re spending frugally to make sure their wealth lasts. The result is more Americans dying before they can spend all of their savings. Financial advisers say they often need to encourage affluent clients to enjoy their wealth rather than hoarding it.Only about 9 per cent of estates consist entirely of a house or other property, United Income’s analysis shows. The average estate is 46 per cent stocks, bonds, cash and other liquid investments — giving an immediate boost to recipients’ own retirement planning at a key time.The money left behind for middle-class Americans is dwarfed by that inherited by the children of the very wealthy. United Income’s estimates don’t include gifts made during donors’ lifetimes — a typical move in estate planning for the ultra-high net worth cohort, often using trusts. It still found a widening gulf between the super rich and everyone else.The median inheritance has risen only about US$15,000 in three decades, while they’ve more than doubled for the 0.3 per cent of Americans receiving at least US$1 million. In 1989, their inheritances averaged an inflation-adjusted US$2.7 million. By 2016, they were each getting an average of US$6.6 million.Bloomberg.com",,1,US-related,1,inherited assets adding to GDP,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Theophilos Argitis,"Canada loses 7,200 jobs, its first employment drop in seven months",Economists had expected a gain,https://business.financialpost.com/news/economy/newsalert-statistics-canada-says-economy-lost-7200-jobs-in-march?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/04/jobs1.jpg,"April 5, 2019 11:56 AM EDT","Canada posted its first employment drop in seven months, ending an unusually strong run of job gains.Employment fell by 7,200 in March, mostly full-time positions in the services sector, Statistics Canada said Friday in Ottawa. Economists had forecast employers would add 6,000 jobs.Statistically, the decline is considered a flat reading. The country’s jobless rate was unchanged at 5.8 per cent.It was only a matter of time before Canada’s jobs market cooled after a sharp rise in employment in recent months, particularly as other indicators have showed a much weaker picture. 
Stephen Poloz’s dashboard: The latest charts that matter most to the Bank of Canada
Canada’s debt to GDP ratio: ‘Nerve-racking to see debt servicing costs rising so quickly,’ RBC economist says
Canadian dollar could sink to record low of 62 cents as economy slides closer to recession, says David Wolf
Canada’s economy had added 290,000 jobs between August and February, the largest six-month increase since 2002. Those gains however were out of line with other indicators that showed production stalling at the end of last year, in part because of falling oil prices.The strong performance of the jobs market up to now has been one of the reasons why the Bank of Canada has stuck to its belief the economy will rebound later this year.Labour force numbers, which had been rising strongly along with jobs, also declined slightly in March, down by 11,300.The employment decrease in March was driven by a 17,300 drop in private-sector jobs, with public sector employment up slightly last month. Health-care and accommodation led the job losses. Among provinces, Quebec and Ontario saw the largest declines, with combined losses of 21,700.The labour market continues to improve in one respect: annual hourly wage gains accelerated to 2.4 per cent in March,the fastest annual gain since September, up from 2.3 per cent in February.Pay gains for permanent employees rose to 2.3 per cent, the strongest increase since August.Total hours worked also picked up in March, increasing by 0.9 per cent annually, after a drop of 0.1 per cent the previous month.Bloomberg.com",,-1,,-1,,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Natalie Wong and Kristine Owram,GM strike in U.S. could lead to thousands of auto layoffs in Canada,Two of GM Canada's plants — Oshawa and St. Catharines — rely on parts from the U.S. and could see jobs being hit as early as this week,https://business.financialpost.com/transportation/autos/gm-strike-poised-to-affect-thousands-of-canadian-auto-jobs?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/09/strike.jpg,"September 16, 2019 12:21 PM EDT","The labour strike at General Motors Co. in the U.S. could lead to thousands of layoffs in Canada as the ripple effects from the highly integrated auto industry spread from engine plants to parts makers such as Magna International Inc.The United Auto Workers’ first strike against GM in 12 years began at midnight, with 46,000 employees staging a walk out. Two of GM Canada’s plants — Oshawa and St. Catharines — rely on parts from the U.S. and could see jobs being hit as early as this week, said Jerry Dias, national president for Unifor, the Canadian union.“There will be temporary layoffs in all three facilities as the parts start to dry up,” Dias said in a phone interview. “It could hit about a couple of thousand jobs.” 
Fifty thousand GM workers walk off the job in strike that could cost the automaker $50 million a day
‘Heightened uncertainty’: Magna and Linamar sales decelerate on weak global demand
Canadian auto sales fall for 16th straight month — and even the reliable luxury segment is cooling off
Jennifer Wright, a spokeswoman for GM Canada, said there’s been no impact on Canadian operations, but the company is monitoring the situation closely. GM Canada has about 5,700 hourly employees at three manufacturing plants in Ontario.About 2,200 workers at GM’s Oshawa assembly plant build the Chevrolet Impala and models of the Chevrolet Silverado and GMC Sierra. At the St. Catharines engine and transmission operations, about 1,100 employees make V6 and V8 engines and GF6 transmissions. Those engines are shipped to about 10 different GM assembly plants across North America. The CAMI Assembly plant in Ingersoll builds the Chevrolet Equinox with about 2,400 employees.Parts MakersThe UAW is fighting over jobs and benefits, including better health care and the length of time it takes for shorter-tenured members to get top-scale pay. The strike could cost GM about US$50 million a day in earnings before interest and taxes due to lost production, Dan Levy, an analyst at Credit Suisse, said Sunday. Shares in the Detroit-based company fell about 3 per cent on Monday.“GM workers in the U.S. are mad as hell, just like GM workers in Canada,” Dias said. “For way too long we’ve been losing our jobs to Mexico where GM candidly exploits their employees. There’s frustration with GM on both sides of the border.”GM workers in the U.S. are mad as hell, just like GM workers in CanadaJerry Dias 
 
Magna along with Linamar Corp. and Martinrea International Inc. are among the largest suppliers to the North American auto industry. Magna gets about 15 per cent of its revenue from GM, according to data compiled by Bloomberg, and is hoping that both sides will get back to the negotiating table.High Stakes“We remain hopeful for a quick resolution,” Scott Worden, a spokesman for Aurora, Ontario-based Magna, said in an emailed statement. “Although Magna supplies GM on a number of programs globally, it would be premature to comment on the potential impact to our operations right now.”Rob Wildeboer, co-founder and chairman of Vaughan, Ontario-based Martinrea, said in an email that any production affected would likely be made up later and Flavio Volpe, president of Canada’s Automotive Parts Manufacturers’ Association, is optimistic a resolution will come soon.“One day, two days, you can readjust your production schedules, you can bounce around your operations; three days, four days, it starts affecting people’s shifts,” Volpe said. “This is why we’ll probably see a resolution today. On both sides there is just way too much at stake to carry into day two.”Linamar didn’t immediately respond to a request for comment. Magna shares were little changed in Toronto trade while Linamar and Martinrea rose.If the strike lasts to the end of the month it would take only 0.1 per cent off annualized U.S. GDP growth in the third quarter, according to economists at Canadian Imperial Bank of Commerce. Sales would continue from existing dealer and wholesale inventories.“Impacts on Canada would be even more modest,” Avery Shenfeld at the Toronto-based bank said in a note. “In the unlikely case where the strike lasts through the fourth quarter in its entirety, it would subtract a more meaningful 0.7 per cent off that quarter’s annualized pace in the U.S., and take a bit of a shine off Canada as well.”Bloomberg.com",,-1,,-1,,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Erik Hertzberg and Shelly Hagan,Nearly 1 million Canadians applied for jobless claims last week as economy rapidly deteriorates,"The new figure of 929,000 — 5% of the labour force — includes claims made over the weekend, source says",https://business.financialpost.com/news/economy/covid-19-one-million-jobless-claims-canada?video_autoplay=true,https://financialpostcom.files.wordpress.com/2020/03/closed-coronavirus.jpg,"March 24, 2020 3:44 PM EDT","Nearly one million Canadians applied for jobless claims last week, representing almost 5 per cent of the labour force, according to a senior government official with knowledge of the data.The new figure of 929,000 includes the half-million unemployment applications first reported by Prime Minister Justin Trudeau in a press conference Friday, but also includes claims made over the weekend, the person said on condition they not be identified because the data is not yet public.The speed and extent of the jump in jobless claims is unprecedented; the previous record for an entire month was 499,200 in 1957, according to Statistics Canada data. 
Twenty per cent of Canadians would run out of cash in a month if laid off now: survey
Bombardier to send home 12,400 employees as it halts aircraft, rail production in Ontario, Quebec in coronavirus shutdown
Manulife to offer mortgage, credit card relief to those affected by COVID-19
The latest claims data highlights the rapidity at which the country’s economy is deteriorating as Canadians stay home and governments urge businesses to close, amid efforts to try to control the spread of the coronavirus. Economists have slashed growth forecasts, and they now expect second quarter output to contract by the most in more than half a century.“The rise in EI applications gives us a sneak peak into just how sharp the drop off in economic activity has been over the past few weeks,” said Royce Mendes, an economist at Canadian Imperial Bank of Commerce. “While we really don’t know how long this will last, we do know the hit to GDP will be severe.”Mendes said he expects the unemployment rate to spike to levels higher than even during the worst of the financial crisis.Bloomberg.com",,-1,,-1,unprecedented jobless claims,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Bryce Baschuk,WTO says tariff war will hammer global trade growth this year,Worst case scenario of a global trade war would lead to a reduction in world GDP in 2022 of about 2%,https://business.financialpost.com/news/economy/wto-says-tariff-war-will-hammer-global-trade-growth-this-year,https://financialpostcom.files.wordpress.com/2019/04/trade.jpg,"April 2, 2019 7:32 AM EDT","The World Trade Organization slashed its global trade growth projection for 2019 to the lowest level in three years, citing the impact of rising commercial tensions and tariffs.World merchandise trade growth will slow to 2.6 per cent this year and 3 per cent next year, after notching 3 per cent in 2018, the WTO said in a report published Tuesday. In September, the WTO said trade would increase by 3.9 per cent in 2018 and 3.7 per cent in 2019.The reduced forecast for 2019 marks the second consecutive year the WTO has pared back expectations and broadly reflects similar readings from the World Bank and the International Monetary Fund. 
Diane Francis: China is a trade bully. Trudeau needs to stop dithering and fight back
Canada’s trade woes pile up: ‘We have to find some friends’
Why ‘Tariff Man’ Trump will not lift duties on Canadian aluminum and steel
“With trade tensions running high, no one should be surprised by this outlook,” WTO Director-General Roberto Azevedo said in statement in Geneva. “It is increasingly urgent that we resolve tensions and focus on charting a positive path forward for global trade which responds to the real challenges in today’s economy.”The revised figures provide an important gauge of the stakes involved in President Donald Trump’s economic fight with China nearly a year after the initial salvos of the trade war were fired. The report comes as Chinese Vice Premier Liu He visits Washington to continue talks aimed at ending the U.S.-China tensions.Central bankers and other policy makers have long warned of the impact of trade tensions on sentiment. The OECD cut its 2019 global forecast last month and said a materialization of risks related to protectionism could mean even weaker growth. The IMF, which will update its outlook next week, downgraded its view in January, when it also warned that threats were on the increase.The WTO report cited various risks to trade growth including new tariffs and retaliatory measures affecting widely traded goods. The WTO said volatility in financial markets and tighter monetary conditions also weighed on global trade growth rates.GDP growth will slow from 2.9 per cent in 2018 to 2.6 per cent in 2019 and 2020, the report said, citing a consensus estimate from industry surveys.The WTO said the worst case scenario of a global trade war would lead to a reduction in world GDP in 2022 of about 2 per cent and a reduction in global trade of about 17 per cent compared to baseline projections. Under the WTO’s worst case scenario, international cooperation on tariffs breaks down completely and all countries set tariffs unilaterally.With assistance from Zoe Schneeweiss and Fergal O’BrienBloomberg.com",,-1,,-1,,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Carolina Wilson and Sarah Ponczek,"Recession risk looks elevated, says Nobel economist Robert Shiller","Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'",https://business.financialpost.com/news/economy/nobel-winner-shiller-says-recession-risk-looks-elevated,https://financialpostcom.files.wordpress.com/2017/10/robertshiller.jpg,"February 12, 2019 3:25 PM EST","Recession risk is real, according to Nobel laureate Robert Shiller, and one might come as soon as this year.Whether the U.S. will experience a contraction has become one of the hottest debated topics among investors amid uncertainty surrounding U.S.-China trade talks, deteriorating earnings forecasts and slowing growth around the globe. The ambiguity caused the almost-decade-long rally in U.S. stocks to come within a whisker of its end in December.“It seems like there has to be an elevated probability of a recession this year or next year,” the Yale University economics professor said during a panel discussion at the InsideETFs conference in Hollywood, Fla. “There are these signs that show people are worried. It’s also the longest bull market in the stock market,” he said. “There’s a spirit of thinking –- it ought to come to an end soon.” 
When this man talks about housing markets, people listen — and now he’s deeply concerned
David Rosenberg: Best leading indicator of a recession? Try Broadway ticket prices
Recession, what recession? Why BMO’s Brian Belski thinks chances of a downturn are low
The chance of a recession happening over the next 12 months is 25 per cent, according to economists surveyed by Bloomberg. Federal Reserve Chairman Jerome Powell said Tuesday in Mississippi that “we don’t feel the probability of recession is at all elevated.”The ongoing debate makes it all the more important to focus on how the markets are interrelated, said Jeffrey Sherman, DoubleLine Capital LP’s deputy chief investment officer. Rates are higher compared with recent history, we’ve seen margins compress a bit, and it’s possible GDP growth slows down to trend — closer to two per cent, he said. When it comes to investing, everyone needs some stocks in their portfolios, they just have to be “more cautious,” Sherman said during the panel discussion.“You have peak earnings and peak euphoria,” Sherman said. “The question becomes, how does corporate America respond at this stage? It doesn’t look horrible.”Shiller and DoubleLine have a long relationship. The DoubleLine Shiller Enhanced CAPE fund puts the majority of its investments into a fixed-income portfolio, while at the same time employing derivatives to gain exposure to large-cap equities that are undervalued based on an index created by Shiller. Launched in 2013, the fund’s five-year track record puts the product in the 99th percentile when compared with peers, according to a Bloomberg ranking.The cyclically adjusted P-E ratio (CAPE), which Shiller developed 30 years ago, uses 10 years of earnings in its calculations to gauge stock market valuations. Right now the measure comes in around 30, which is “quite high” according to Shiller, especially considering that’s about double the historical average. Going forward, though, the ratio should come down just because of time — the worst earnings during the financial crisis should fall out of the equation soon.“That doesn’t mean you expect negative returns,” Shiller said.Bloomberg.com",,-1,,-1,citing famous economist to cool econ optimism,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Divya Balji,"Canadian stocks have lost $97 billion in August, a month in which they normally rise","The S&P/TSX Composite Index slumped more than 2.2 per cent as of Aug. 23, amid worsening trade tensions between the U.S. and China",https://business.financialpost.com/investing/market-moves/canadian-stocks-lost-97-billion-in-august-a-month-in-which-stocks-normally-rise?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/08/tsx2222.jpg,"August 26, 2019 2:09 PM EDT","The countdown begins. With five trading days left to the end of August, Canada’s key stock benchmark is set for a loss — in a month that’s typically up.The S&P/TSX Composite Index slumped more than 2.2 per cent as of Aug. 23, set for only its second monthly loss this year amid worsening trade tensions between the U.S. and China. More than 60 per cent of companies listed on the benchmark have posted declines this month. Canadian stocks have been caught in the crosshairs of erratic market behaviour and have lost a total of $97 billion of value.On Monday morning, at least, bulls were back in charge, with the TSX climbing 0.7 per cent as of 9:53 a.m. in Toronto. The picture brightened after U.S. President Donald Trump said the prospects for a deal with China were better now than at any time since negotiations began last year, even as a top state-media editor in Beijing questioned his version of events. 
Dividend stocks are being touted as a substitute for bonds, but the reality is much more complicated
‘The American disease’: Canadian companies pouring cash into stock buybacks as backlash grows abroad
In an elevated market, Warren Buffett is missing from the chatter. That doesn’t mean his views are any less clear
Market winds for the rest of the week will probably move with prospects for the fight between the world’s largest economies, and that will depend on whichever way Trump blows them.“It’s ridiculous what’s going on out there,” Andrew McCreath, chief executive officer at Forge First Asset Management Inc., said Monday on BNN Bloomberg TV. “We were way down last night, we’re up decently this morning. All because Trump tweets away and meanwhile China doesn’t say very much.”Other factors could intervene. In Canada, there’s still four of the Big 6 banks that have yet to report earnings and the week’s major economic data release — quarterly GDP — could have big implications for the Bank of Canada and local markets.“Canada’s calendar is empty today but bank earnings and a single macro report plus a bond auction will mildly heat things up over the duration of the week,” Derek Holt, head of capital markets economics at Scotiabank, said in an Aug. 26 report.Buckle up as volatility remains. Liquidity is lower than normal as many take the week off ahead of the Labour Day long weekend.Bloomberg.com",,-1,,-1,,,,,
"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Shelly Hagan,Forget interest rate decisions. Loonie traders are banking on immigration to Canada,Flood of immigrants and non-permanent residents to levels not seen in a century a main driver supporting Canada's economic expansion,https://business.financialpost.com/investing/forget-rate-decisions-loonie-traders-bank-on-canada-immigration,https://financialpostcom.files.wordpress.com/2019/12/loonie.jpg,"December 20, 2019 3:00 PM EST","In an era of low global interest rates, currency traders will have to look elsewhere for an impetus. In Canada, they can bank on population growth.The flood of immigrants and non-permanent residents to levels not seen in a century has been one of the main drivers supporting Canada’s economic expansion over the past several years. That has kept the Bank of Canada as an outlier in the global easing trend as it held its policy rate unchanged, bolstering the allure of the loonie.“These high levels of immigration — if they are to continue and help support growth — are actually supportive of a Canadian dollar over time,” Frances Donald, chief economist at Manulife Investment Management, said in an interview in Toronto. 
Canada’s economy is resilient, but headwinds will keep the Bank of Canada in its holding pattern
Ignore the headlines, Canada’s labour market remains remarkably strong
Canadians racked up $100 billion in credit card debt for first time ever and they’re not done adding to it
The country’s population grew by 208,234 in the July to September period, or 0.6 per cent, the fastest quarterly increase since at least 1971. Some 83 per cent of that increase is due to international migration, according to estimates from Statistics Canada released Thursday in Ottawa. Over the past year, Canada’s population has jumped by almost 560,000, an increase of 1.5 per cent — that’s the fastest annual pace since 1990.“This is the story I think markets are missing: how powerful immigration is at actually changing your financial markets, particularly your rates and FX,” Donald said.The Canadian dollar is on pace to take the No. 1 spot among its Group-of-10 counterparts this year, strengthening by about 4 per cent against the U.S. dollar.Canada’s population boom has driven robust gains in the housing and labour markets, countering the effect of an aging demographic. This has helped to avoid the Japanification trap of low growth, low inflation and low interest rates that are slowly becoming evident in other parts of the world.This is the story I think markets are missing: how powerful immigration is at actually changing your financial marketsFrances Donald, chief economist at Manulife Investment Management 
 
“What’s fascinating about the story however, from a strategist, like myself, is not even how it relates to GDP growth but how we’re substituting one form of policy for another,” Donald said.While Donald argues immigration can be a proxy for monetary policy, currency strategists say the central bank is still the main driver of the loonie, and immigration is more of a long-term variable that can influence policy.“Immigration informs the output gap and hence policy stance,” wrote Mazen Issa, senior FX strategist at TD Securities in New York. “FX will react to how the Bank changes policy.”Case in point, Bank of Canada Governor Stephen Poloz has cited the country’s robust labour force, supported by new entrants, as a reason for holding interest rates despite concerns around a slowdown.Relying on human capital to improve growth and inflation numbers over time actually acts as a curve steepener, Donald added. “If we rely on this so called human stimulus then we don’t have to rely on monetary policy to the same extent.”Bloomberg.com",,1,,1,,,,,
