REF_DATE,GEO,DGUID,Components,Unit of measure,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-10,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.83,,,,2
2019-11,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.90,,,,2
2019-12,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.93,,,,2
2020-01,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.96,,,,2
2020-02,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.93,,,,2
2020-03,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, from 3 to less than 5 years",Interest rate,Percent,239,units,0,v122667785,1.11.2,2.78,,,,2
2019-01,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,3978,,,,0
2019-02,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,3983,,,,0
2019-03,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,4909,,,,0
2019-04,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,5805,,,,0
2019-05,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,7997,,,,0
2019-06,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,7994,,,,0
2019-07,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,10851,,,,0
2019-08,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,12260,,,,0
2019-09,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,11669,,,,0
2019-10,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,13772,,,,0
2019-11,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,13323,,,,0
2019-12,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,11781,,,,0
2020-01,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,10086,,,,0
2020-02,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,9560,,,,0
2020-03,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667735,1.12.1,10986,,,,0
2019-01,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.76,,,,2
2019-02,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.71,,,,2
2019-03,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.61,,,,2
2019-04,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.41,,,,2
2019-05,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.26,,,,2
2019-06,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,3.13,,,,2
2019-07,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.96,,,,2
2019-08,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.90,,,,2
2019-09,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.85,,,,2
2019-10,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.85,,,,2
2019-11,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.90,,,,2
2019-12,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.94,,,,2
2020-01,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.97,,,,2
2020-02,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.96,,,,2
2020-03,Canada,2016A000011124,"Fixed rate, funds advanced, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667786,1.12.2,2.78,,,,2
2019-01,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,458861,,,,0
2019-02,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,455662,,,,0
2019-03,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,452742,,,,0
2019-04,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,452319,,,,0
2019-05,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,451115,,,,0
2019-06,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,449565,,,,0
2019-07,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,446906,,,,0
2019-08,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,444805,,,,0
2019-09,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,443058,,,,0
2019-10,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,441825,,,,0
2019-11,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,439772,,,,0
2019-12,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,437285,,,,0
2020-01,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,434730,,,,0
2020-02,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,433032,,,,0
2020-03,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667736,1.13.1,432166,,,,0
2019-01,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.01,,,,2
2019-02,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.02,,,,2
2019-03,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.02,,,,2
2019-04,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.02,,,,2
2019-05,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.02,,,,2
2019-06,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.03,,,,2
2019-07,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.03,,,,2
2019-08,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.01,,,,2
2019-09,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.02,,,,2
2019-10,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.01,,,,2
2019-11,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.00,,,,2
2019-12,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,3.00,,,,2
2020-01,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,2.99,,,,2
2020-02,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,2.98,,,,2
2020-03,Canada,2016A000011124,"Total, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667787,1.13.2,2.78,,,,2
2019-01,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,90575,,,,0
2019-02,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,89619,,,,0
2019-03,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,88647,,,,0
2019-04,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,87569,,,,0
2019-05,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,86250,,,,0
2019-06,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,83887,,,,0
2019-07,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,80982,,,,0
2019-08,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,78316,,,,0
2019-09,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,75820,,,,0
2019-10,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,73310,,,,0
2019-11,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,70800,,,,0
2019-12,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,68832,,,,0
2020-01,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,67209,,,,0
2020-02,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,65138,,,,0
2020-03,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Dollars,Dollars,81,millions,6,v122667737,1.14.1,63755,,,,0
2019-01,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.35,,,,2
2019-02,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.35,,,,2
2019-03,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.34,,,,2
2019-04,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.33,,,,2
2019-05,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.32,,,,2
2019-06,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.31,,,,2
2019-07,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.31,,,,2
2019-08,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.30,,,,2
2019-09,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.30,,,,2
2019-10,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.30,,,,2
2019-11,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.29,,,,2
2019-12,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.30,,,,2
2020-01,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.28,,,,2
2020-02,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,3.27,,,,2
2020-03,Canada,2016A000011124,"Variable rate, outstanding balances, residential mortgages, insured",Interest rate,Percent,239,units,0,v122667788,1.14.2,2.08,,,,2
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5683,,,,0
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5703,,,,0
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5827,,,,0
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5804,,,,0
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5960,,,,0
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,6133,,,,0
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5970,,,,0
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5853,,,,0
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5813,,,,0
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5812,,,,0
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5875,,,,0
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5857,,,,0
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5905,,,,0
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,5926,,,,0
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Dollars,Dollars,81,millions,6,v122667738,1.15.1,6075,,,,0
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.23,,,,2
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.20,,,,2
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.19,,,,2
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.27,,,,2
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.28,,,,2
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.34,,,,2
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.35,,,,2
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.33,,,,2
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.35,,,,2
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.28,,,,2
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.21,,,,2
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.12,,,,2
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,4.02,,,,2
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,3.94,,,,2
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, less than 1 year",Interest rate,Percent,239,units,0,v122667789,1.15.2,3.91,,,,2
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,45794,,,,0
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,45448,,,,0
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,44898,,,,0
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,43885,,,,0
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,43182,,,,0
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,41858,,,,0
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,40232,,,,0
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,38777,,,,0
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,37657,,,,0
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,36383,,,,0
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,35245,,,,0
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,34484,,,,0
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,33612,,,,0
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,32672,,,,0
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Dollars,Dollars,81,millions,6,v122667739,1.16.1,31630,,,,0
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.89,,,,2
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.91,,,,2
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.92,,,,2
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.95,,,,2
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.97,,,,2
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.00,,,,2
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.03,,,,2
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.02,,,,2
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.05,,,,2
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.05,,,,2
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.05,,,,2
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.07,,,,2
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.04,,,,2
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,3.00,,,,2
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 1 to less than 3 years",Interest rate,Percent,239,units,0,v122667790,1.16.2,2.91,,,,2
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,79999,,,,0
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,79162,,,,0
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,78238,,,,0
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,76717,,,,0
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,76757,,,,0
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,79007,,,,0
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,81000,,,,0
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,81932,,,,0
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,82331,,,,0
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,82916,,,,0
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,82720,,,,0
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, insured, from 3 to less than 5 years",Dollars,Dollars,81,millions,6,v122667740,1.17.1,82232,,,,0
